x,y,z
-20.637684,28.949636,2.378757
-21.589249,28.334455,1.5502328
-21.675686,28.654522,1.9048918
-21.128393,28.069159,1.7265646
-20.472773,29.289055,1.7851654
-20.718086,28.286562,0.7684314
-21.213999,28.97021,1.9212105
-20.974653,28.880829,2.1728182
-21.54587,28.79587,1.1415372
-21.013933,28.489431,1.3574203
-20.355257,28.565767,2.21618
-21.662663,29.017141,0.80660605
-21.43438,28.540464,0.5058302
-20.40355,28.306156,2.089681
-21.191942,28.110847,2.3836713
-21.708015,28.641003,1.4804809
-20.968779,28.293968,2.398787
-20.655111,29.080982,0.9519315
-21.373512,29.124777,0.9604636
-21.828114,27.740925,1.0889406
-20.883898,28.153793,2.2418075
-21.345327,28.266695,1.2208811
-21.99621,28.678543,1.5337166
-21.232018,28.408163,0.7933471
-20.92004,29.185562,1.5514582
-20.929497,28.077961,2.451823
-21.266537,27.690825,1.3676666
-21.28234,28.540276,2.1553242
-21.06237,28.370766,0.73492014
-21.33456,28.467705,1.0442685
-21.713305,28.71283,0.9365191
-20.24398,28.618675,1.5071837
-20.961775,28.548784,2.7107403
-21.514902,27.977057,0.8248192
-20.591888,28.867262,2.4455051
-20.93421,29.004442,0.8940343
-21.242884,28.55274,2.3592362
-21.004509,27.758738,0.8204976
-21.348295,28.845724,1.1998905
-20.956062,28.004288,0.77400875
-22.147362,28.696537,1.7341771
-21.14433,27.986197,2.2279232
-21.761625,28.097223,1.9131111
-20.686007,28.429123,1.1204786
-20.389229,28.730865,1.9380623
-20.469355,28.468973,2.2275033
-20.957874,27.999031,2.5099928
-20.881147,28.284494,2.3336153
-20.764528,28.975288,2.452136
-20.486685,28.548647,1.5664893
-21.297823,29.118374,1.3643798
-20.296358,28.674437,0.88400775
-22.024193,28.15664,1.5749071
-21.79584,27.882862,0.77027947
-20.724613,28.036861,1.4406711
-20.26763,28.187227,1.652134
-20.01836,28.704641,1.6404825
-20.64971,29.217749,1.6178749
-21.346872,27.70749,1.4802989
-21.096313,27.801765,1.2450519
-20.625866,28.135132,2.63842
-21.119715,29.22002,1.4153066
-20.415827,27.994598,1.9363762
-21.372498,28.543697,0.42580622
-21.28892,28.249466,1.2364849
-21.125858,28.63574,1.6959623
-21.76387,28.789787,1.4331594
-20.473888,28.177362,1.1761985
-20.732176,28.03702,0.8380982
-21.502464,28.865936,1.8408815
-21.311495,28.940361,1.961127
-20.95871,27.933504,1.046746
-21.409578,28.271992,2.0247478
-21.342026,28.825947,1.0733438
-21.538996,28.817184,0.76970905
-20.289347,28.655539,1.3664215
-21.24143,28.679949,1.1788509
-20.222488,28.218641,1.1988384
-21.031546,29.014576,1.5994931
-20.753202,28.189577,1.6117543
-21.126509,27.558578,1.2109178
-20.712017,28.76987,1.8723345
-20.530008,28.645847,2.6970515
-20.428259,28.326797,1.3118672
-20.889849,28.638636,1.7385402
-21.733988,28.015656,0.7010278
-21.569342,28.216223,2.379549
-21.65526,27.67999,0.80034506
-20.729445,27.559593,1.6883049
-20.442171,28.523184,2.4053695
-20.430819,27.929556,1.8798176
-20.35333,28.452065,2.1929135
-21.001148,27.928392,2.1774902
-20.532642,29.18749,2.4905286
-21.29995,28.586428,2.1609638
-21.744164,28.781796,0.7175064
-20.884094,27.543705,1.4146423
-21.029959,29.195078,0.85003287
-21.831583,28.535263,1.3210382
-21.71788,27.734352,1.0796168
-20.567163,28.199528,2.4659317
-20.44358,27.723425,1.8793947
-21.062328,28.798628,2.2339394
-21.421793,28.00416,2.3678963
-21.17229,27.475256,1.7408047
-20.841583,28.72732,1.5498914
-20.568424,28.203276,1.7789006
-21.193216,28.95262,1.8104403
-20.85878,28.181828,2.6102908
-21.431583,28.287418,0.9769685
-21.562122,28.668392,1.4985619
-21.692926,28.682468,0.82021415
-20.760035,28.586624,0.9223549
-21.71221,27.538343,0.7857301
-20.95747,28.479086,3.0315225
-21.490322,28.458681,0.37844476
-21.011047,28.699762,1.3575135
-20.460957,28.166542,1.8620712
-21.790348,28.52774,0.87700903
-21.71505,27.566986,1.1714691
-20.481659,29.194492,1.6662
-20.40556,28.62107,2.3222895
-21.08269,28.654282,0.53881556
-20.707842,29.124365,1.2290767
-20.601166,28.290457,1.5035553
-21.190546,28.234777,1.607576
-20.646343,28.77403,2.602868
-21.238403,27.562872,1.8334872
-20.817865,29.19425,1.3017921
-21.366743,29.201149,1.3392252
-21.766968,28.680021,0.44646367
-21.96142,27.690569,1.2181418
-20.462845,28.280005,1.9137014
-20.212315,29.01396,2.0841901
-21.568497,28.118334,0.60588473
-21.899033,28.175062,1.2944105
-20.278975,28.551672,2.202171
-20.347572,28.88501,2.3239195
-21.789278,28.414371,0.5259931
-21.76346,28.11739,1.0947645
-20.378603,28.66082,2.1473868
-20.197403,28.566307,2.143914
-21.225052,28.41036,2.336517
-20.816502,28.321703,1.4665426
-21.827635,28.944532,1.011444
-21.34946,28.251545,0.9199899
-21.043264,28.089693,1.6637545
-21.15306,28.392853,2.5527725
-21.961994,28.475468,1.673465
-20.727419,27.97223,0.8725741
-21.093983,27.477745,1.4950933
-20.732319,28.058725,0.88147897
-20.583078,28.744585,1.8296252
-21.987087,28.499706,1.434135
-20.490206,28.07972,2.270035
-20.700363,28.133102,1.2011005
-20.41474,27.974567,1.2581383
-21.291193,27.883085,1.0386364
-21.726353,27.464848,0.78135014
-20.543259,28.456219,2.083477
-20.343252,28.678352,1.5174857
-21.354795,28.645046,1.6119303
-21.379372,28.5501,1.3768796
-21.868402,28.19143,1.046834
-22.040426,27.971485,1.1978973
-20.841988,27.966043,2.6026726
-21.275406,27.988039,1.6129875
-20.29676,28.881683,1.9296274
-20.51988,27.927584,1.526471
-20.511032,28.567305,2.3832996
-21.592392,28.175297,1.0225964
-20.38715,28.487856,1.5659221
-20.036596,28.969952,1.825337
-21.228664,28.880281,1.2093166
-21.361103,28.667067,1.0495036
-21.859636,27.969955,1.2267878
-20.719955,29.277443,2.1898556
-21.76504,28.328474,1.6040363
-21.28944,28.700686,0.86801034
-20.424917,28.699911,1.3005928
-20.344563,28.97886,1.5990169
-20.921913,28.581718,2.0382366
-21.165787,27.980068,2.5881383
-21.482836,28.82658,1.7220737
-21.803871,28.8354,1.017674
-21.476297,29.207779,1.2220559
-21.371477,28.08994,2.3596497
-21.636518,28.417856,0.87483567
-20.71502,28.532986,1.1513475
-20.849865,28.029882,1.3150554
-21.507734,28.180483,1.4201596
-20.83299,28.38426,1.1743712
-20.659512,28.80367,1.900735
-21.302622,28.63359,0.6735254
-20.660471,28.09828,1.3032197
-21.324022,28.290714,1.2085487
-21.644154,27.887793,0.6067686
-20.796085,28.048384,0.9372018
-20.462128,28.10504,1.5927683
-20.357979,28.34084,1.6660353
-21.263882,29.10307,1.2034458
-21.029793,27.507776,1.5031184
-21.118797,29.20534,1.8131578
-22.138206,27.849693,1.2274294
-21.577774,28.659569,0.48212954
-20.700994,28.120825,1.9335638
-20.79307,29.144503,2.0378416
-21.973764,28.544933,1.6719202
-21.131096,28.382174,0.96295327
-21.237597,28.615173,1.0517614
-21.225813,27.715094,1.7950356
-20.69232,29.19904,1.1409851
-21.79832,28.333635,0.9524439
-21.334618,29.271118,1.2880764
-20.313978,28.388668,1.8023968
-20.990335,27.967346,2.1888602
-21.027964,29.000984,1.746113
-21.282372,28.135143,2.5272584
-21.24883,28.8888,0.83959085
-20.67583,29.161146,1.2374774
-20.116953,29.023304,1.9559722
-21.358894,28.585468,1.9064839
-21.697247,28.380474,1.3855598
-20.472301,28.757605,2.2568448
-21.633652,27.59238,1.1418895
-20.185665,28.645885,1.3930255
-20.393646,28.282997,2.4247055
-20.34182,29.204056,1.8956001
-21.627815,27.913425,0.6205148
-20.581823,28.703327,1.3713167
-20.610962,27.67767,2.0487113
-20.99718,28.955029,1.0388005
-20.489872,28.453484,2.3831766
-21.587132,27.867952,1.3253158
-21.912733,28.637182,1.0940996
-20.930109,27.831387,2.33394
-20.223806,28.797857,1.2908547
-21.283861,27.929491,0.42078876
-20.582329,29.121706,2.4203947
-21.043114,27.8693,1.060811
-20.900974,29.151867,1.7477236
-20.58045,28.35714,2.4046507
-20.724768,28.947065,1.6113209
-21.44891,28.470554,1.2440811
-21.713413,27.900873,0.49029633
-21.36615,28.642916,2.3344865
-20.96592,29.165762,1.1052454
-20.71194,28.696623,1.3332905
-20.36808,28.447184,2.4827967
-21.147434,29.10186,1.6161906
-20.747362,27.946154,2.5388703
-20.636732,29.017694,2.2883208
-20.594786,29.270847,1.4242872
-21.058477,27.68401,1.6192079
-21.075994,28.658287,0.8363427
-21.71938,28.693241,1.3952274
-20.97861,29.208626,1.9936398
-20.668243,27.9461,1.1107588
-21.440737,28.680702,0.9283994
-21.007717,28.073053,1.3433062
-21.453999,28.98518,0.96780497
-21.525414,28.634142,2.0545275
-22.013689,27.628119,1.4673688
-21.332712,28.37778,1.7022932
-20.28672,28.766804,1.7762842
-21.08789,29.111752,1.9018763
-21.62884,28.497873,1.8790482
-21.499744,28.681835,1.4834057
-20.755806,28.087217,0.80501187
-20.668955,29.025272,1.8869566
-20.718315,27.620739,2.0480967
-21.965424,28.1744,1.1431179
-21.016771,29.176962,1.1171317
-21.946732,28.386442,1.5749879
-20.836132,28.438848,1.2481015
-21.974787,27.967312,1.4622581
-21.03205,27.49435,1.6539899
-20.346077,28.650547,1.8276807
-21.72923,27.57781,0.91821146
-20.896639,28.785128,1.8817163
-21.016708,28.382092,1.7054515
-21.132402,27.598072,2.0746605
-21.676157,28.681211,0.716591
-21.3231,28.368437,0.78906703
-20.308353,28.474514,1.3175167
-20.972713,28.89828,2.3140085
-20.674713,27.731167,1.4976598
-22.106045,27.942919,1.2295849
-21.204878,28.567236,2.3972867
-20.883402,28.225695,1.6896268
-21.322351,29.135508,1.7093089
-21.729174,28.422092,1.3824856
-20.929209,28.321335,0.70945376
-21.06998,28.528261,2.1621983
-21.762028,28.978928,0.90380806
-21.101797,28.51694,2.576566
-20.897514,28.36869,1.1631864
-21.710697,28.143923,2.2465227
-20.923826,29.179628,1.8906251
-21.507504,27.59921,1.0768402
-20.332003,29.001112,2.1681178
-20.357393,29.058546,1.0724005
-21.312832,28.628216,1.344332
-21.608183,28.641605,1.4987086
-21.220549,28.689169,2.2318473
-20.64253,27.714134,1.2474363
-21.359428,28.335796,1.1276691
-20.854382,27.822031,0.9691551
-20.755878,28.141726,2.070584
-20.693928,28.39766,0.70391697
-21.615568,28.161842,1.4100733
-21.302425,29.211582,1.539349
-21.98871,27.779165,0.75591326
-20.637724,28.451338,1.7337279
-21.680828,28.71815,1.2618634
-20.719183,28.448837,2.4733026
-21.732092,28.02337,1.9867485
-20.56173,28.814375,1.3647603
-21.246847,28.146143,1.0901903
-21.367416,28.773554,1.3842044
-21.274536,27.615803,0.7831993
-20.666613,27.832994,1.298017
-20.59344,28.887062,2.353503
-21.652853,28.066982,1.2142987
-21.164083,29.186508,2.0605032
-21.341213,28.730103,1.9052004
-21.182695,28.425299,0.6456508
-22.009108,28.270035,1.5698662
-21.415451,27.986177,2.445938
-21.31421,27.350214,1.5095767
-21.36454,28.941532,1.4434009
-20.763409,29.310373,1.902796
-21.439846,28.006462,2.226655
-20.723013,27.67227,1.9844215
-21.053734,27.797068,0.8180123
-21.496155,28.392616,2.0793066
-21.189323,29.056187,1.4292389
-21.169073,28.545237,2.3379006
-21.432892,28.791903,1.6110753
-21.685703,28.69289,0.73032576
-21.177315,27.94466,1.5782121
-21.393826,28.393402,2.0140018
-20.809555,27.840221,1.0986176
-21.725607,28.366533,1.4832231
-20.842638,27.515463,1.6672409
-21.613081,28.28421,0.72326845
-21.28458,28.991514,2.023066
-20.317728,28.739767,2.2496495
-20.865072,29.006865,1.8199396
-21.097748,28.0471,2.601271
-20.521492,28.868721,2.3765514
-21.438663,28.83669,1.933107
-20.469845,28.963837,2.1998293
-21.027359,28.440369,1.8399277
-21.415579,28.909554,2.0708647
-21.04425,28.667624,1.9267943
-20.044266,28.643747,1.9220654
-21.614939,27.463322,1.4429612
-20.815304,28.82724,0.8182531
-21.289454,29.207512,1.2897254
-20.983046,29.150318,1.5237247
-20.760815,28.210403,0.6174315
-20.898994,27.671429,1.2646533
-21.174086,28.784798,0.56032646
-21.482157,29.134289,1.4868402
-21.008043,28.777433,1.6521912
-21.424849,29.0209,0.8316725
-20.029446,28.684252,1.8205194
-21.475845,27.740164,1.1222053
-20.940147,28.708935,2.5705268
-20.82191,27.824015,1.3814793
-21.267437,28.028492,2.658043
-20.995121,29.002287,1.7780573
-20.423855,27.88347,1.6140289
-21.06609,28.765923,1.4740795
-21.555405,28.769629,0.97755814
-21.413273,29.133064,0.9729102
-20.29176,29.075361,2.108748
-21.01257,28.666616,2.2707884
-21.67813,28.844217,1.641248
-21.251581,28.205738,2.0625453
-21.070988,27.957352,1.3455446
-21.224245,27.128939,1.8998697
-20.551163,29.172398,1.8349283
-21.177423,28.58562,0.58963597
-21.203278,28.220327,2.4024382
-20.300993,28.623722,1.3593299
-21.328333,28.020578,0.75205636
-20.647907,28.18444,2.4162512
-21.08227,28.791225,2.0698795
-21.12324,28.371304,1.6571871
-21.234589,28.408718,1.1168189
-21.660685,28.877811,0.61145484
-21.523577,28.97459,1.5034859
-21.603582,27.867155,0.9440488
-21.46513,28.763884,1.4047798
-21.42797,28.880072,1.487876
-20.65913,28.905897,2.2043543
-20.815327,28.97664,1.1006697
-21.12484,27.89718,2.3543036
-21.250462,29.289417,1.065092
-20.925983,29.511353,1.7183518
-21.360622,27.886744,1.4328896
-20.175297,28.132065,1.6262532
-21.876537,27.76427,1.2548428
-21.428946,27.770758,1.6162995
-20.95933,27.465914,1.1210833
-20.947937,29.060604,1.9176451
-21.077206,29.25764,2.0448682
-20.83585,27.760393,1.5004411
-21.600868,27.44167,1.3466874
-21.772972,28.835426,0.81388384
-21.608757,27.989887,0.8632449
-21.390823,27.691067,0.7743971
-21.027674,28.679857,1.3136368
-21.156322,27.939976,0.9207444
-20.801918,28.855637,2.4883716
-20.976084,28.620016,1.5127931
-21.545399,27.358887,1.9732625
-20.579258,28.85595,2.0470874
-20.492655,28.280724,1.9310615
-21.394768,28.599306,1.6463938
-21.52582,28.439425,0.9869765
-21.297474,28.64942,1.4370896
-21.046564,28.176718,2.5891917
-21.098934,29.203354,1.4850264
-21.569048,27.47612,1.423334
-21.297283,28.547344,1.1714108
-20.404047,28.278442,1.1947467
-21.047245,27.5377,1.3738396
-21.126663,29.03517,2.2845197
-21.676283,28.558628,1.5485128
-20.523441,28.629538,1.7345982
-20.619398,27.847208,2.1003523
-21.542177,28.499784,1.9313095
-20.556515,28.701506,2.342574
-21.135927,29.051304,2.282511
-20.708477,27.639677,1.42741
-20.694654,28.795546,1.2768556
-21.2945,28.04348,2.2623835
-21.429834,27.674494,0.8543735
-20.745228,28.964931,1.1180946
-20.126303,28.774965,2.2709959
-20.774439,27.798763,1.7837416
-21.885605,28.518328,0.92963856
-20.73753,28.558071,2.1505046
-20.671024,28.479935,1.5876948
-21.051283,28.185192,0.7323374
-21.356531,27.233894,1.2372837
-21.135317,28.001919,2.3784442
-20.771595,27.93372,2.6923127
-20.87001,28.063395,2.6282551
-20.893387,28.366861,1.1992241
-21.39105,27.952934,0.80059695
-20.464771,29.134588,1.0375042
-20.729618,28.725296,1.7637218
-21.595491,28.262133,1.5214336
-20.768305,27.61159,1.0515556
-20.917883,29.103767,1.3135165
-21.188246,27.84957,1.2673361
-20.804409,27.976742,0.9656333
-21.93475,28.89374,1.6280485
-20.959194,27.89464,1.2011399
-21.707634,28.613003,1.0654998
-20.77655,28.591555,2.13003
-21.47692,29.03781,1.7332807
-20.60025,28.909414,1.979702
-20.394201,27.992836,1.5344
-21.180912,28.471521,1.0878122
-20.999432,28.222439,1.2479794
-21.016365,28.30818,2.161313
-20.637959,28.193378,1.5723927
-20.833614,28.065254,0.8827015
-20.911991,28.403557,1.5307477
-21.631657,27.671074,0.7159357
-20.889843,28.6264,1.5134021
-20.888462,27.931337,2.6252306
-20.66359,28.65859,1.6056682
-21.335175,28.825611,2.0150776
-21.734156,27.876493,1.1227758
-21.653011,27.474363,1.2483003
-20.491222,28.656523,2.2795544
-21.113476,28.625353,1.6179267
-21.311134,27.87353,0.608707
-20.7105,28.742601,1.0646224
-20.823833,28.41847,2.286149
-20.485603,28.086842,2.4198663
-20.609179,28.364006,1.0034145
-21.72692,27.976715,1.6468147
-20.595633,27.883772,1.7599596
-21.012886,29.319832,1.0148844
-21.138523,28.320171,1.2126162
-20.564676,28.524218,0.7341926
-21.176754,28.8105,0.83003926
-20.99177,28.163889,0.46077815
-21.548275,28.594645,1.1123514
-20.020002,28.874187,1.9095489
-20.081459,28.568333,1.9684775
-22.120926,27.974514,1.5444744
-21.31845,28.770193,1.4829309
-21.485891,28.876026,0.6503222
-21.267855,29.231783,1.9006174
-21.25417,28.420115,0.4880499
-20.49382,27.6271,1.4074064
-21.092276,28.102608,2.2464015
-21.768127,28.312645,1.1777323
-21.614052,28.326283,1.376696
-20.74433,28.005154,2.6450229
-21.122715,28.804918,2.138173
-20.20043,28.650537,1.2097114
-22.133387,28.089767,1.4903021
-21.054968,28.479063,2.2953126
-21.859068,28.644638,1.6504487
-20.4689,28.99782,1.7229208
-20.689346,29.177565,2.0701363
-21.525229,28.461706,0.61667067
-20.93788,28.89564,2.0358725
-21.07265,27.929972,1.7758735
-21.366806,28.50002,1.9507991
-20.9124,28.02363,1.3991631
-20.832352,29.261024,2.3638523
-20.488655,28.976023,1.4122188
-20.90658,28.608456,2.2888508
-21.11969,27.69255,1.026938
-20.557232,27.696802,1.4734956
-21.61963,28.197683,1.8754764
-21.901249,28.27164,1.0897602
-20.316494,28.091406,3.3182504
-20.94683,27.960535,1.2943498
-20.979074,28.61193,1.2291481
-20.99212,28.540823,1.2389736
-21.754066,28.091198,0.63303506
-20.884188,28.161825,1.1663436
-20.872892,28.84377,1.5638175
-20.87604,28.890118,1.3159611
-20.921864,28.647808,1.7028998
-21.650612,28.991266,1.6427512
-21.404264,28.218925,2.3039947
-21.708092,28.206224,1.6073729
-21.454432,28.2632,1.5039212
-21.139763,28.11452,0.9807759
-20.737993,29.358315,1.4513582
-22.082212,28.459444,1.489935
-20.631096,28.637632,1.4761997
-20.862305,27.717566,1.9677907
-20.799416,28.126669,1.6298468
-20.955168,28.75904,2.2053053
-21.53518,27.905525,0.8767237
-21.713398,28.526728,1.5733131
-20.841354,28.164612,2.4233527
-20.949413,28.109838,0.80674577
-21.126665,27.730482,0.986232
-20.863457,27.509502,2.2135487
-21.07896,28.446922,1.5541512
-20.876244,29.345547,1.6695162
-21.77878,28.072882,1.2033517
-22.023336,27.635878,1.1999862
-21.182816,27.544018,1.4443623
-20.662943,28.866947,1.6991202
-20.482967,28.954502,1.4607489
-21.513962,27.492306,1.3014576
-20.709866,28.872581,1.7902237
-21.423681,27.847612,1.4590733
-21.171064,29.377443,1.8579236
-20.53834,27.588627,1.3724067
-21.161736,27.421383,1.7572203
-20.759653,27.41714,1.9556487
-20.275244,28.74523,1.669663
-21.576122,27.870586,0.74731165
-20.91466,29.015554,1.5649363
-21.961308,28.485363,1.2427448
-21.214243,27.498812,1.9696008
-21.88567,27.633434,1.0881501
-21.602827,28.431223,1.1323023
-21.449533,28.84426,0.6859184
-21.483276,28.343174,0.7713866
-21.283201,28.690424,0.6022355
-20.267105,28.450703,1.5036836
-20.787178,29.22369,1.3823218
-20.43597,28.643803,1.7376822
-21.500443,28.179844,1.068704
-20.949501,28.232746,0.45401558
-21.36955,28.756514,0.5091463
-21.373798,28.038261,0.6502234
-21.438383,28.741322,2.0085952
-20.78041,29.043173,1.7197962
-20.856731,28.490118,0.69225895
-20.916996,28.140852,1.7801794
-21.484636,28.620543,2.1963086
-21.457916,27.593832,1.5443429
-22.004902,28.282822,1.7613027
-20.845255,27.650557,2.2662745
-21.202774,27.737411,1.2568114
-20.592888,28.97127,1.2384224
-21.106369,29.225965,1.2943206
-20.35371,28.744072,1.3416334
-21.364445,27.779154,1.024581
-21.054426,29.01818,2.6104696
-21.719599,29.029383,1.7366703
-21.157072,28.297228,1.8527656
-20.828346,28.489208,2.4194317
-21.20907,27.775091,0.82125777
-20.407932,28.115139,1.343461
-20.559832,28.186373,2.6199574
-21.332922,28.723852,1.6150174
-20.900396,28.190998,1.8119634
-20.315784,28.563889,1.565586
-20.424757,28.386312,1.6375302
-20.811941,27.623194,1.0132844
-21.332895,28.068417,0.9811764
-20.902021,28.764063,1.1769279
-21.471155,28.72845,1.3375512
-21.284168,28.129972,1.8084319
-20.905325,28.172285,1.3612262
-20.470053,28.914639,2.2529566
-20.174997,28.455303,1.4801658
-21.179722,29.177011,0.93904614
-21.03758,27.810415,1.206929
-21.281588,28.81856,1.7041451
-21.14041,27.594591,1.5574055
-21.123583,27.639727,1.5189533
-20.0004,28.600166,1.9465237
-21.62127,27.6883,0.9537198
-20.455582,28.49297,1.3293815
-20.910454,28.501225,2.832218
-21.65832,28.343424,1.0812914
-20.139425,28.512611,2.0082426
-21.812408,28.263847,0.989537
-20.750723,28.597572,2.2557228
-20.227451,29.018623,1.5879986
-21.607883,27.717575,0.9838194
-20.632248,28.557732,1.0834689
-21.76278,28.765766,1.7475795
-21.237234,28.204727,1.8088768
-21.957384,27.759333,0.7826943
-21.95059,27.809427,0.88896906
-21.025692,28.19949,3.0779092
-21.689438,28.070873,1.388307
-20.388376,28.207203,2.248584
-20.665682,28.894285,1.6234615
-20.620434,28.25744,2.1531463
-20.570786,28.64129,2.3391607
-20.909386,28.370178,1.8524618
-20.50416,28.592518,1.3383325
-21.075417,28.604988,1.2417781
-21.50177,27.67306,1.4989859
-20.791393,27.921955,1.1139799
-20.61225,27.71201,2.5532548
-21.02996,28.698553,1.1929134
-20.188923,28.824715,1.8277496
-20.79479,29.455067,1.6312032
-21.10076,27.63651,0.9994742
-21.631626,28.488169,2.423483
-21.584156,27.698437,1.6769683
-20.440283,28.27512,0.872933
-21.392714,28.23216,0.59796005
-20.932304,28.328747,1.8253694
-20.715937,29.10524,1.7943064
-21.57614,28.124357,1.5887798
-21.61488,28.751389,1.2627367
-20.838299,28.03408,1.2624425
-21.150566,29.11718,1.5810529
-21.496937,28.079742,2.1534889
-21.510838,27.900682,1.6341872
-21.059046,28.75376,1.3301164
-21.704676,27.536015,0.7769901
-20.448456,28.192799,1.9813566
-20.423624,28.892979,1.6484112
-21.459156,28.61151,2.2404974
-20.395985,28.684935,2.2044692
-20.712688,29.173166,1.680281
-21.076206,28.185223,0.6493175
-21.409021,28.500317,1.8890761
-22.190502,28.268055,1.2803487
-20.364986,29.108883,1.7508422
-20.632677,28.014986,1.3980411
-21.19783,28.772255,1.9672658
-20.938038,27.877497,1.4106725
-21.523575,28.312359,2.242362
-21.382835,28.19477,2.1847277
-20.523046,28.967264,2.0589955
-21.86672,27.975601,1.3409982
-20.733286,28.473976,2.4593112
-20.895699,28.26945,2.3412285
-21.391714,27.501192,1.8163179
-21.349537,27.802729,0.8308138
-21.055088,27.93872,2.9678526
-20.39576,28.907042,1.8633902
-20.336222,28.12018,1.3944538
-21.589888,28.806343,0.74741185
-20.599495,29.150225,2.0701525
-20.638403,28.141613,1.612206
-20.534113,28.912527,1.8097938
-20.766083,29.092285,1.096735
-20.499756,28.678495,1.3450387
-20.74895,27.51633,1.7029687
-21.934416,27.990393,1.4074025
-21.503391,27.730844,1.014936
-21.119663,28.611904,1.3003652
-21.31264,28.786215,0.6303522
-21.171871,27.946695,2.1787763
-21.29392,27.429516,0.95213217
-21.603603,29.207582,1.321585
-21.87365,28.12279,0.998687
27.279352,8.648442,8.875618
-20.732525,27.922314,1.2894932
-21.756525,28.579372,0.81152654
-20.824488,28.903778,1.4184119
-20.846052,28.956322,1.5451883
-21.003687,27.913399,1.5405588
-20.374643,28.847755,1.6769366
-20.736101,28.857979,2.330538
-21.152863,28.17778,2.1743913
-22.012884,27.836222,1.3869594
-21.385698,27.563238,1.2430667
-21.210072,27.769268,2.520113
-20.667112,27.64998,2.300439
-20.863213,29.353025,1.0240573
-21.841085,28.509512,1.627154
-20.761398,27.756935,0.7326278
-21.533957,28.844187,1.1567543
-21.116848,28.291874,1.9835699
-20.506886,28.433771,2.8244102
-20.67594,27.787996,3.5941405
-21.073393,29.135683,2.12718
-21.383295,28.161205,1.9823557
-21.2944,28.942682,1.584723
-20.926851,28.809072,2.5530465
-21.533646,27.951008,1.8913932
-21.396366,28.366535,0.5459511
-21.303844,28.61853,1.1870269
-21.309494,28.809479,1.4805696
-20.911581,28.345978,1.1220781
-21.213257,27.426317,2.7961085
-21.685429,28.181225,1.3684493
-21.17769,27.584435,0.8403932
-20.382992,28.888515,1.4472442
-20.082502,29.02014,1.6606709
-20.483177,28.781656,1.4200946
-21.252941,28.347828,1.3164788
-20.739616,28.550749,2.4055362
-20.832195,27.961557,2.2868304
-21.56444,28.814394,1.8788171
-20.568583,28.227667,1.6376972
-21.363117,28.128347,1.7275331
-20.849588,28.947256,1.6915181
-20.269878,28.723671,1.7487425
-21.295702,28.025757,2.296352
-20.530542,27.729465,1.687294
-21.51984,27.57148,0.81831384
-20.826874,29.201702,1.7727305
-21.00434,27.681217,2.5837667
-20.594608,28.66037,2.5211363
-20.534174,27.978273,1.8682629
-21.024641,28.843325,2.3419147
-20.727312,28.882217,1.1172197
-20.271736,28.158808,1.5620553
-21.017172,28.4376,1.1746802
-21.005114,27.37923,1.5411272
-21.414812,28.819193,0.5850695
-20.493519,29.01956,1.6353953
-21.427626,27.630936,0.7153827
-20.58271,28.10506,1.1509836
-21.366781,28.089325,1.0327355
-21.165155,29.298672,1.9432577
-21.45241,28.872274,0.43400288
-21.140636,28.980663,0.8160101
-21.126755,28.662046,2.3441162
-21.469318,28.667885,1.5674537
-20.958431,28.221354,1.507223
-21.260223,27.387188,1.7341226
-20.562317,29.358368,1.2872944
-20.832241,28.097347,1.5274882
-21.027655,28.384274,2.0583813
-20.801989,28.766548,1.9755808
-20.412996,28.141489,1.9882554
-20.47911,28.811014,2.0805528
-21.117605,28.508635,2.2623637
-21.091875,28.519184,2.1602845
-20.777468,28.434862,1.5116514
-21.95149,28.4817,1.6147944
-21.207949,28.159452,1.6209055
-21.091888,28.635805,0.8296125
-21.616882,27.63572,1.2795907
-20.461304,28.005602,2.4602437
-20.80116,29.016928,1.0685558
-21.748226,28.789743,1.552229
-21.299685,27.875187,1.4428058
-21.674149,28.804264,1.5454932
-20.654984,28.87365,1.6499048
-20.724298,28.617231,1.3178793
-21.012856,28.388689,0.5390463
-20.531036,29.056822,1.052279
-21.171265,28.497002,2.1916347
-20.483736,28.896032,2.5468454
-21.70293,28.324814,1.455001
-20.163641,28.343723,1.6480088
-20.91198,28.829094,0.93457174
-21.141518,27.631748,1.505446
-20.73951,29.234997,1.7845831
-20.821928,27.670511,1.49201
-21.934628,28.138418,1.3381829
-21.977001,27.655312,1.4359167
-20.692741,28.45411,1.0890532
-20.779535,28.32617,1.3603383
-21.122047,27.936037,1.6726534
-21.492842,28.402954,2.181055
-20.72127,28.856104,2.4301465
-21.224747,28.927488,2.3974338
-21.034304,28.632622,1.7576028
-21.141262,28.831736,1.5717365
-20.463774,28.145191,1.284911
-21.403461,27.676962,2.0215235
-20.564047,29.328167,1.8393203
-21.173346,28.80662,2.351716
-20.658201,27.761536,1.4902483
-20.991089,28.461554,2.1674917
-20.902254,27.922573,2.2269754
-21.3559,28.002962,2.0881765
-20.487581,28.095201,1.3892345
-21.162472,28.20145,1.231388
-20.697805,28.657885,1.1400484
-20.672375,28.406002,1.6518109
-21.21129,28.727058,0.9012341
-20.761288,28.649954,2.3575087
-21.043293,29.028597,2.4060278
-20.129272,28.990242,1.7978493
-21.417036,28.802156,0.6967768
-20.367899,28.628277,1.6697404
